"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2026-05-12 05:00:00","2026-05-12 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3131040,3131042,0.475722,0,0
"2026-05-12 06:00:00","2026-05-12 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3605101,3605103,0.547747,0,0
"2026-05-12 07:00:00","2026-05-12 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4440954,4440953,0.67474116666667,0,0
"2026-05-12 08:00:00","2026-05-12 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4957978,4957977,0.7532925,0,0
"2026-05-12 09:00:00","2026-05-12 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5253103,5253104,0.79812916666667,0,0
"2026-05-12 10:00:00","2026-05-12 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4817812,4817812,0.7319905,0,0
"2026-05-12 11:00:00","2026-05-12 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4817601,4817602,0.73195533333333,0,0
"2026-05-12 12:00:00","2026-05-12 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4718398,4718397,0.71688016666667,0,0
"2026-05-12 13:00:00","2026-05-12 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4644417,4644416,0.70563716666667,0,0
"2026-05-12 14:00:00","2026-05-12 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4508139,4508141,0.68492933333333,0,0
"2026-05-12 15:00:00","2026-05-12 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4700111,4700109,0.714093,0,0
"2026-05-12 16:00:00","2026-05-12 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4061087,4061086,0.61700266666667,0,0
"2026-05-12 17:00:00","2026-05-12 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3589062,3589065,0.5452855,0,0
"2026-05-12 18:00:00","2026-05-12 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2719293,2719291,0.41314,0,0
"2026-05-12 19:00:00","2026-05-12 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2464564,2464566,0.37443766666667,0,0
"2026-05-12 20:00:00","2026-05-12 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1677224,1677226,0.2548175,0,0
"2026-05-12 21:00:00","2026-05-12 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1095916,1095917,0.16649966666667,0,0
"2026-05-12 22:00:00","2026-05-12 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1203257,1203260,0.18280683333333,0,0
"2026-05-12 23:00:00","2026-05-13 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1103399,1103402,0.16763533333333,0,0
"2026-05-13 00:00:00","2026-05-13 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,908391,908393,0.13800783333333,0,0
"2026-05-13 01:00:00","2026-05-13 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,705362,705365,0.10716216666667,0,0
"2026-05-13 02:00:00","2026-05-13 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,640103,640102,0.097247183333333,0,0
"2026-05-13 03:00:00","2026-05-13 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,457210,457210,0.069461116666667,0,0
"2026-05-13 04:00:00","2026-05-13 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,327814,327812,0.0498025,0,0
"2026-05-13 05:00:00","2026-05-13 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,507439,507435,0.077091333333333,0,0
"2026-05-13 06:00:00","2026-05-13 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,644761,644761,0.097953283333333,0,0
"2026-05-13 07:00:00","2026-05-13 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1222389,1222387,0.18570666666667,0,0
"2026-05-13 08:00:00","2026-05-13 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1209643,1209645,0.18376983333333,0,0
"2026-05-13 09:00:00","2026-05-13 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1067770,1067772,0.16221516666667,0,0
"2026-05-13 10:00:00","2026-05-13 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1096368,1096366,0.1665595,0,0
"2026-05-13 11:00:00","2026-05-13 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1317670,1317671,0.2001785,0,0
"2026-05-13 12:00:00","2026-05-13 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1530752,1530754,0.232549,0,0
"2026-05-13 13:00:00","2026-05-13 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1540677,1540678,0.23405566666667,0,0
"2026-05-13 14:00:00","2026-05-13 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1416587,1416587,0.21520316666667,0,0
"2026-05-13 15:00:00","2026-05-13 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1255420,1255420,0.19071866666667,0,0
"2026-05-13 16:00:00","2026-05-13 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1168675,1168677,0.17753983333333,0,0
"2026-05-13 17:00:00","2026-05-13 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,713459,713460,0.10838515,0,0
"2026-05-13 18:00:00","2026-05-13 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,766709,766711,0.11647416666667,0,0
"2026-05-13 19:00:00","2026-05-13 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,648229,648230,0.09847485,0,0
"2026-05-13 20:00:00","2026-05-13 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,457700,457700,0.069530666666667,0,0
"2026-05-13 21:00:00","2026-05-13 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,269970,269969,0.0410119,0,0
"2026-05-13 22:00:00","2026-05-13 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,171351,171349,0.02603025,0,0
"2026-05-13 23:00:00","2026-05-14 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,191091,191093,0.029028933333333,0,0
"2026-05-14 00:00:00","2026-05-14 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,240215,240218,0.036491283333333,0,0
"2026-05-14 01:00:00","2026-05-14 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,336332,336332,0.05109225,0,0
"2026-05-14 02:00:00","2026-05-14 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,356623,356624,0.054174416666667,0,0
"2026-05-14 03:00:00","2026-05-14 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,336630,336630,0.051136966666667,0,0
"2026-05-14 04:00:00","2026-05-14 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,446893,446896,0.067886733333333,0,0
"2026-05-14 05:00:00","2026-05-14 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,529474,529477,0.080431016666667,0,0
"2026-05-14 06:00:00","2026-05-14 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,539945,539942,0.08202135,0,0
"2026-05-14 07:00:00","2026-05-14 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,721361,721362,0.1095792,0,0
"2026-05-14 08:00:00","2026-05-14 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,782929,782926,0.1189315,0,0
"2026-05-14 09:00:00","2026-05-14 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,903262,903258,0.13721,0,0
"2026-05-14 10:00:00","2026-05-14 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1341688,1341692,0.20380816666667,0,0
"2026-05-14 11:00:00","2026-05-14 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1878431,1878433,0.2853405,0,0
"2026-05-14 12:00:00","2026-05-14 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2779169,2779165,0.42216416666667,0,0
"2026-05-14 13:00:00","2026-05-14 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2980760,2980763,0.45278466666667,0,0
"2026-05-14 14:00:00","2026-05-14 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3316190,3316190,0.50373516666667,0,0
"2026-05-14 15:00:00","2026-05-14 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2908186,2908185,0.44175683333333,0,0
"2026-05-14 16:00:00","2026-05-14 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2596330,2596327,0.39438383333333,0,0
"2026-05-14 17:00:00","2026-05-14 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2181124,2181122,0.33131283333333,0,0
"2026-05-14 18:00:00","2026-05-14 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1336518,1336515,0.20301633333333,0,0
"2026-05-14 19:00:00","2026-05-14 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,460136,460138,0.069894033333333,0,0
"2026-05-14 20:00:00","2026-05-14 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,123709,123710,0.018791166666667,0,0
"2026-05-14 21:00:00","2026-05-14 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,98440,98441,0.014952833333333,0,0
"2026-05-14 22:00:00","2026-05-14 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,118716,118717,0.01803265,0,0
"2026-05-14 23:00:00","2026-05-15 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,154406,154407,0.023453683333333,0,0
"2026-05-15 00:00:00","2026-05-15 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,185362,185361,0.028155766666667,0,0
"2026-05-15 01:00:00","2026-05-15 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,259774,259776,0.039458383333333,0,0
"2026-05-15 02:00:00","2026-05-15 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,446808,446806,0.0678676,0,0
"2026-05-15 03:00:00","2026-05-15 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,431266,431267,0.065506616666667,0,0
"2026-05-15 04:00:00","2026-05-15 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,403257,403256,0.06125195,0,0
"2026-05-15 05:00:00","2026-05-15 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,535144,535141,0.081284383333333,0,0
"2026-05-15 06:00:00","2026-05-15 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,705104,705101,0.1070996,0,0
"2026-05-15 07:00:00","2026-05-15 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1321439,1321443,0.20071483333333,0,0
"2026-05-15 08:00:00","2026-05-15 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2052937,2052935,0.3118215,0,0
"2026-05-15 09:00:00","2026-05-15 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2498995,2498995,0.37957216666667,0,0
"2026-05-15 10:00:00","2026-05-15 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2872004,2872007,0.4362265,0,0
"2026-05-15 11:00:00","2026-05-15 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3418548,3418549,0.5192385,0,0
"2026-05-15 12:00:00","2026-05-15 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3905755,3905758,0.59323716666667,0,0
"2026-05-15 13:00:00","2026-05-15 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3451929,3451931,0.5243045,0,0
"2026-05-15 14:00:00","2026-05-15 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3818787,3818785,0.580023,0,0
"2026-05-15 15:00:00","2026-05-15 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3572984,3572988,0.54268666666667,0,0
"2026-05-15 16:00:00","2026-05-15 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3255274,3255271,0.494429,0,0
"2026-05-15 17:00:00","2026-05-15 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2468219,2468219,0.37488533333333,0,0
"2026-05-15 18:00:00","2026-05-15 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1929122,1929121,0.29300333333333,0,0
"2026-05-15 19:00:00","2026-05-15 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1302799,1302800,0.197874,0,0
"2026-05-15 20:00:00","2026-05-15 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,851741,851738,0.129365,0,0
"2026-05-15 21:00:00","2026-05-15 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,713086,713086,0.10830533333333,0,0
"2026-05-15 22:00:00","2026-05-15 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,634120,634120,0.09631135,0,0
"2026-05-15 23:00:00","2026-05-16 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,658098,658099,0.099952616666667,0,0
"2026-05-16 00:00:00","2026-05-16 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,703026,703026,0.10677593333333,0,0
"2026-05-16 01:00:00","2026-05-16 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,724149,724150,0.10998363333333,0,0
"2026-05-16 02:00:00","2026-05-16 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,728782,728784,0.11068683333333,0,0
"2026-05-16 03:00:00","2026-05-16 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,806562,806564,0.1224995,0,0
"2026-05-16 04:00:00","2026-05-16 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,648736,648733,0.0985287,0,0
"2026-05-16 05:00:00","2026-05-16 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,738068,738071,0.11209586666667,0,0
"2026-05-16 06:00:00","2026-05-16 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1279909,1279907,0.19438866666667,0,0
"2026-05-16 07:00:00","2026-05-16 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2080349,2080352,0.31595533333333,0,0
"2026-05-16 08:00:00","2026-05-16 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2503879,2503878,0.380278,0,0
"2026-05-16 09:00:00","2026-05-16 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2632307,2632308,0.39978166666667,0,0
"2026-05-16 10:00:00","2026-05-16 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2979148,2979149,0.45245616666667,0,0
"2026-05-16 11:00:00","2026-05-16 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2920527,2920527,0.443551,0,0
"2026-05-16 12:00:00","2026-05-16 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3015367,3015370,0.457953,0,0
"2026-05-16 13:00:00","2026-05-16 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2877170,2877174,0.43696266666667,0,0
"2026-05-16 14:00:00","2026-05-16 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3076833,3076832,0.46728433333333,0,0
"2026-05-16 15:00:00","2026-05-16 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2840873,2840874,0.43144666666667,0,0
"2026-05-16 16:00:00","2026-05-16 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2215009,2215010,0.33639466666667,0,0
"2026-05-16 17:00:00","2026-05-16 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1470808,1470813,0.2233715,0,0
"2026-05-16 18:00:00","2026-05-16 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,766803,766807,0.11645398333333,0,0
"2026-05-16 19:00:00","2026-05-16 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,313284,313284,0.0475781,0,0
"2026-05-16 20:00:00","2026-05-16 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,180109,180109,0.027352866666667,0,0
"2026-05-16 21:00:00","2026-05-16 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,291274,291273,0.044235016666667,0,0
"2026-05-16 22:00:00","2026-05-16 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,474279,474281,0.072027233333333,0,0
"2026-05-16 23:00:00","2026-05-17 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,755775,755777,0.11477683333333,0,0
"2026-05-17 00:00:00","2026-05-17 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1037416,1037415,0.15754783333333,0,0
"2026-05-17 01:00:00","2026-05-17 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1231509,1231509,0.187023,0,0
"2026-05-17 02:00:00","2026-05-17 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1381170,1381174,0.20975033333333,0,0
"2026-05-17 03:00:00","2026-05-17 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1581852,1581855,0.240226,0,0
"2026-05-17 04:00:00","2026-05-17 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1812785,1812788,0.27529483333333,0,0
"2026-05-17 05:00:00","2026-05-17 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2139678,2139678,0.32493666666667,0,0
"2026-05-17 06:00:00","2026-05-17 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2344541,2344543,0.35604616666667,0,0
"2026-05-17 07:00:00","2026-05-17 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2737551,2737553,0.41572783333333,0,0
"2026-05-17 08:00:00","2026-05-17 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3256307,3256305,0.49450483333333,0,0
"2026-05-17 09:00:00","2026-05-17 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3745999,3746000,0.568867,0,0
"2026-05-17 10:00:00","2026-05-17 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3776918,3776921,0.57356016666667,0,0
"2026-05-17 11:00:00","2026-05-17 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3420163,3420166,0.51938133333333,0,0
"2026-05-17 12:00:00","2026-05-17 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3257133,3257134,0.494622,0,0
"2026-05-17 13:00:00","2026-05-17 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2715685,2715685,0.41239716666667,0,0
"2026-05-17 14:00:00","2026-05-17 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2215003,2214999,0.33636333333333,0,0
"2026-05-17 15:00:00","2026-05-17 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1603484,1603493,0.243499,0,0
"2026-05-17 16:00:00","2026-05-17 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,889581,889583,0.1350877,0,0
"2026-05-17 17:00:00","2026-05-17 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,411818,411818,0.062536683333333,0,0
"2026-05-17 18:00:00","2026-05-17 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,173582,173584,0.0263592,0,0
"2026-05-17 19:00:00","2026-05-17 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,71763,71762,0.010897583333333,0,0
"2026-05-17 20:00:00","2026-05-17 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,65560,65560,0.0099555916666667,0,0
"2026-05-17 21:00:00","2026-05-17 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,66030,66030,0.010026953333333,0,0
"2026-05-17 22:00:00","2026-05-17 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,39688,39690,0.0060268233333333,0,0
"2026-05-17 23:00:00","2026-05-18 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,56839,56839,0.0086310966666667,0,0
"2026-05-18 00:00:00","2026-05-18 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,60088,60088,0.0091244216666667,0,0
"2026-05-18 01:00:00","2026-05-18 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,70500,70501,0.010705476666667,0,0
"2026-05-18 02:00:00","2026-05-18 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,111211,111211,0.016887366666667,0,0
"2026-05-18 03:00:00","2026-05-18 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,131382,131383,0.019950216666667,0,0
"2026-05-18 04:00:00","2026-05-18 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,156911,156915,0.02382675,0,0
"2026-05-18 05:00:00","2026-05-18 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,234396,234397,0.03559255,0,0
"2026-05-18 06:00:00","2026-05-18 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,316902,316902,0.048120566666667,0,0
"2026-05-18 07:00:00","2026-05-18 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,502792,502794,0.076347133333333,0,0
"2026-05-18 08:00:00","2026-05-18 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,722446,722447,0.10970018333333,0,0
"2026-05-18 09:00:00","2026-05-18 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1293709,1293707,0.19644316666667,0,0
"2026-05-18 10:00:00","2026-05-18 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1568883,1568885,0.23822616666667,0,0
"2026-05-18 11:00:00","2026-05-18 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1601814,1601812,0.24322533333333,0,0
"2026-05-18 12:00:00","2026-05-18 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1452693,1452694,0.2205815,0,0
"2026-05-18 13:00:00","2026-05-18 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1166321,1166322,0.177097,0,0
"2026-05-18 14:00:00","2026-05-18 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1137630,1137634,0.17273983333333,0,0
"2026-05-18 15:00:00","2026-05-18 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1105497,1105494,0.16786016666667,0,0
"2026-05-18 16:00:00","2026-05-18 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,708665,708665,0.10760383333333,0,0
"2026-05-18 17:00:00","2026-05-18 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,555366,555370,0.084326833333333,0,0
"2026-05-18 18:00:00","2026-05-18 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,340650,340649,0.0517241,0,0
"2026-05-18 19:00:00","2026-05-18 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,154484,154483,0.023456666666667,0,0
"2026-05-18 20:00:00","2026-05-18 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,72509,72507,0.011009723333333,0,0
"2026-05-18 21:00:00","2026-05-18 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,36938,36939,0.0056085983333333,0,0
"2026-05-18 22:00:00","2026-05-18 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,37146,37146,0.005640155,0,0
"2026-05-18 23:00:00","2026-05-19 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,80537,80537,0.01222844,0,0
"2026-05-19 00:00:00","2026-05-19 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,170904,170908,0.025949433333333,0,0
"2026-05-19 01:00:00","2026-05-19 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,222613,222615,0.03380055,0,0
"2026-05-19 02:00:00","2026-05-19 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,210072,210072,0.031896283333333,0,0
"2026-05-19 03:00:00","2026-05-19 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,249572,249575,0.037893566666667,0,0
"2026-05-19 04:00:00","2026-05-19 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,283756,283758,0.0430836,0,0
"2026-05-19 05:00:00","2026-05-19 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,367989,367989,0.055872766666667,0,0
"2026-05-19 06:00:00","2026-05-19 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,692071,692073,0.10507855,0,0
"2026-05-19 07:00:00","2026-05-19 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1122393,1122398,0.17041416666667,0,0
"2026-05-19 08:00:00","2026-05-19 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2027505,2027509,0.30783733333333,0,0
"2026-05-19 09:00:00","2026-05-19 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3037218,3037218,0.46114083333333,0,0
"2026-05-19 10:00:00","2026-05-19 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3695746,3695743,0.56112283333333,0,0
"2026-05-19 11:00:00","2026-05-19 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4150534,4150536,0.63017083333333,0,0
"2026-05-19 12:00:00","2026-05-19 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4484810,4484811,0.6809205,0,0
